id,scope,subject,old_owner,new_owner,callers,disposition,evidence
P0240,python-symbol,BushingElement,elements/elastic.py,preparation/assembly/types.py descriptors + native mb_element/mb_tire/mb_force,sm/api.py:47; sm/api.py:762,delete after native facts + api report cutover; preserve descriptor identity,sm/elements/elastic.py:337; top-level ClassDef
P0241,python-symbol,PointWrenchElement,elements/elastic.py,preparation/assembly/types.py descriptors + native mb_element/mb_tire/mb_force,sm/elements/__init__.py:11; sm/elements/__init__.py:25,delete after native facts + api report cutover; preserve descriptor identity,sm/elements/elastic.py:496; top-level ClassDef
P0242,python-symbol,VerticalTireElement,elements/elastic.py,preparation/assembly/types.py descriptors + native mb_element/mb_tire/mb_force,sm/elements/__init__.py:13; sm/elements/__init__.py:27,delete after native facts + api report cutover; preserve descriptor identity,sm/elements/elastic.py:536; top-level ClassDef
P0243,python-symbol,AntiRollBarElement,elements/elastic.py,preparation/assembly/types.py descriptors + native mb_element/mb_tire/mb_force,sm/elements/__init__.py:6; sm/elements/__init__.py:17,delete after native facts + api report cutover; preserve descriptor identity,sm/elements/elastic.py:562; top-level ClassDef
P0244,python-symbol,BumpStopElement,elements/elastic.py,preparation/assembly/types.py descriptors + native mb_element/mb_tire/mb_force,sm/elements/__init__.py:7; sm/elements/__init__.py:18,delete after native facts + api report cutover; preserve descriptor identity,sm/elements/elastic.py:594; top-level ClassDef
P0245,python-symbol,GravityElement,elements/elastic.py,preparation/assembly/types.py descriptors + native mb_element/mb_tire/mb_force,sm/elements/__init__.py:9; sm/elements/__init__.py:23,delete after native facts + api report cutover; preserve descriptor identity,sm/elements/elastic.py:646; top-level ClassDef
P0246,python-symbol,__all__,model/__init__.py,preparation/assembly/,sm/__init__.py:22; sm/adams/__init__.py:157,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/__init__.py:18; top-level constant
P0247,python-symbol,_array,model/front_axle.py,preparation/assembly/,sm/model/front_axle.py:627; sm/model/front_axle.py:631,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/front_axle.py:40; top-level FunctionDef
P0248,python-symbol,mirror_hardpoints,model/front_axle.py,preparation/assembly/,sm/model/__init__.py:7; sm/model/__init__.py:26,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/front_axle.py:46; top-level FunctionDef
P0249,python-symbol,side_hardpoints,model/front_axle.py,preparation/assembly/,sm/adams/strict_c.py:35; sm/adams/strict_c.py:943,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/front_axle.py:54; top-level FunctionDef
P0250,python-symbol,Connection,model/front_axle.py,preparation/assembly/,sm/model/__init__.py:4; sm/model/__init__.py:20,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/front_axle.py:64; top-level ClassDef
P0251,python-symbol,FrontAxleAssembly,model/front_axle.py,preparation/assembly/,sm/api.py:51; sm/api.py:403,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/front_axle.py:76; top-level ClassDef
P0252,python-symbol,_ALIASES,model/front_axle.py,preparation/assembly/,sm/model/front_axle.py:145,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/front_axle.py:107; top-level constant
P0253,python-symbol,_lookup,model/front_axle.py,preparation/assembly/,sm/model/front_axle.py:421; sm/model/front_axle.py:429,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/front_axle.py:141; top-level FunctionDef
P0254,python-symbol,_body_with_points,model/front_axle.py,preparation/assembly/,sm/model/front_axle.py:657,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/front_axle.py:151; top-level FunctionDef
P0255,python-symbol,_with_body_specs,model/front_axle.py,preparation/assembly/,sm/model/front_axle.py:900,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/front_axle.py:156; top-level FunctionDef
P0256,python-symbol,_body_from_spec,model/front_axle.py,preparation/assembly/,sm/model/front_axle.py:389; sm/model/front_axle.py:638,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/front_axle.py:175; top-level FunctionDef
P0257,python-symbol,_resolve_body,model/front_axle.py,preparation/assembly/,sm/model/front_axle.py:519; sm/model/front_axle.py:520,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/front_axle.py:191; top-level FunctionDef
P0258,python-symbol,_mirror_point,model/front_axle.py,preparation/assembly/,sm/model/front_axle.py:228; sm/model/front_axle.py:246,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/front_axle.py:222; top-level FunctionDef
P0259,python-symbol,_pose,model/front_axle.py,preparation/assembly/,无生产/测试引用命中；保留模块定义和公开导出，删除前需显式审查,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/front_axle.py:227; top-level FunctionDef
P0260,python-symbol,_local_point,model/front_axle.py,preparation/assembly/,sm/cases/kc_quasi_static/contract.py:38; sm/cases/kc_quasi_static/contract.py:110,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/front_axle.py:232; top-level FunctionDef
P0261,python-symbol,_local_pose,model/front_axle.py,preparation/assembly/,sm/model/front_axle.py:605; sm/model/front_axle.py:606,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/front_axle.py:239; top-level FunctionDef
P0262,python-symbol,_local_pose_explicit,model/front_axle.py,preparation/assembly/,sm/model/front_axle.py:367; sm/model/front_axle.py:368,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/front_axle.py:253; top-level FunctionDef
P0263,python-symbol,_explicit_constraint,model/front_axle.py,preparation/assembly/,sm/model/front_axle.py:402,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/front_axle.py:264; top-level FunctionDef
P0264,python-symbol,_runtime_elements_explicit,model/front_axle.py,preparation/assembly/,sm/model/front_axle.py:490; sm/model/front_axle.py:515,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/front_axle.py:307; top-level FunctionDef
P0265,python-symbol,_build_explicit_axle,model/front_axle.py,preparation/assembly/,sm/model/front_axle.py:625; sm/tests/model/test_vehicle.py:7,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/front_axle.py:380; top-level FunctionDef
P0266,python-symbol,_runtime_elements,model/front_axle.py,preparation/assembly/,sm/model/front_axle.py:902,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/front_axle.py:508; top-level FunctionDef
P0267,python-symbol,build_front_axle,model/front_axle.py,preparation/assembly/,sm/adams/reference.py:14; sm/adams/reference.py:69,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/front_axle.py:618; top-level FunctionDef
P0268,python-symbol,BodyMassProperties,model/mass.py,native mb_assembly/mb_linear (data fields only in preparation),sm/model/__init__.py:11; sm/model/__init__.py:19,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/mass.py:23; top-level ClassDef
P0269,python-symbol,body_mass_properties,model/mass.py,native mb_assembly/mb_linear (data fields only in preparation),sm/model/__init__.py:12; sm/model/__init__.py:22,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/mass.py:33; top-level FunctionDef
P0270,python-symbol,mass_matrix,model/mass.py,native mb_assembly/mb_linear (data fields only in preparation),sm/model/__init__.py:13; sm/model/__init__.py:24,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/mass.py:58; top-level FunctionDef
P0271,python-symbol,_spatial_bias_wrench_numba,model/mass.py,native mb_assembly/mb_linear (data fields only in preparation),sm/model/mass.py:93,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/mass.py:74; top-level FunctionDef
P0272,python-symbol,spatial_bias_wrench,model/mass.py,native mb_assembly/mb_linear (data fields only in preparation),sm/model/__init__.py:14; sm/model/__init__.py:25,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/mass.py:91; top-level FunctionDef
P0273,python-symbol,VehicleAssembly,model/vehicle.py,preparation/assembly/,sm/analysis/time_domain_physics.py:10; sm/analysis/time_domain_physics.py:146,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/vehicle.py:36; top-level ClassDef
P0274,python-symbol,build_vehicle,model/vehicle.py,preparation/assembly/,sm/adams/full_vehicle_model.py:3165; sm/adams/full_vehicle_model.py:3167,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/vehicle.py:85; top-level FunctionDef
P0275,python-symbol,_body_from_spec,model/vehicle.py,preparation/assembly/,sm/model/front_axle.py:175; sm/model/front_axle.py:389,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/vehicle.py:191; top-level FunctionDef
P0276,python-symbol,_rename_dataclasses,model/vehicle.py,preparation/assembly/,sm/model/vehicle.py:126; sm/model/vehicle.py:129,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/vehicle.py:207; top-level FunctionDef
P0277,python-symbol,_rename_connections,model/vehicle.py,preparation/assembly/,sm/model/vehicle.py:137,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/vehicle.py:229; top-level FunctionDef
P0278,python-symbol,_condense_welded_bodies,model/vehicle.py,preparation/assembly/,sm/model/vehicle.py:188,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/vehicle.py:243; top-level FunctionDef
P0279,python-symbol,_drop_isolated_bodies,model/vehicle.py,preparation/assembly/,sm/model/vehicle.py:188,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/vehicle.py:521; top-level FunctionDef
P0280,python-symbol,_add_wheel,model/vehicle.py,preparation/assembly/,sm/model/vehicle.py:156,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/vehicle.py:571; top-level FunctionDef
P0281,python-symbol,_wheel_inertia,model/vehicle.py,preparation/assembly/,sm/adams/car_sla_model.py:206; sm/adams/car_sla_model.py:523,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/vehicle.py:663; top-level FunctionDef
P0282,python-symbol,_parallel_axis_inertia,model/vehicle.py,preparation/assembly/,sm/model/vehicle.py:365; sm/model/vehicle.py:705,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/vehicle.py:670; top-level FunctionDef
P0283,python-symbol,_merge_fixed_wheel,model/vehicle.py,preparation/assembly/,sm/model/vehicle.py:605,migrate authoring; native owns condensation/mass solve; preserve body ID mapping,sm/model/vehicle.py:676; top-level FunctionDef
P0284,python-symbol,__all__,analysis/__init__.py,report/ (symbol review required),sm/__init__.py:22; sm/adams/__init__.py:157,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/__init__.py:33; top-level constant
P0285,python-symbol,_WheelGeometry,analysis/_geometry.py,report/ (symbol review required),sm/analysis/_geometry.py:25; sm/analysis/_geometry.py:49,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/_geometry.py:11; top-level ClassDef
P0286,python-symbol,_wheel_geometry,analysis/_geometry.py,report/ (symbol review required),sm/adams/reference.py:10; sm/adams/reference.py:125,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/_geometry.py:19; top-level FunctionDef
P0287,python-symbol,_WHEEL_VALUES_MM,analysis/benchmarks.py,tests/data/ declarative fixtures,sm/analysis/benchmarks.py:25,move fixtures to tests/data; update scripts before deleting old import,sm/analysis/benchmarks.py:19; top-level constant
P0288,python-symbol,_RACK_VALUES_MM,analysis/benchmarks.py,tests/data/ declarative fixtures,sm/analysis/benchmarks.py:25,move fixtures to tests/data; update scripts before deleting old import,sm/analysis/benchmarks.py:20; top-level constant
P0289,python-symbol,benchmark_grid,analysis/benchmarks.py,tests/data/ declarative fixtures,sm/analysis/__init__.py:14; sm/analysis/__init__.py:40,move fixtures to tests/data; update scripts before deleting old import,sm/analysis/benchmarks.py:23; top-level FunctionDef
P0290,python-symbol,benchmark_model,analysis/benchmarks.py,tests/data/ declarative fixtures,sm/analysis/__init__.py:14; sm/analysis/__init__.py:41,move fixtures to tests/data; update scripts before deleting old import,sm/analysis/benchmarks.py:27; top-level FunctionDef
P0291,python-symbol,validate_compliance,analysis/compliance.py,report/compliance.py,sm/analysis/__init__.py:15; sm/analysis/__init__.py:49,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/compliance.py:8; top-level FunctionDef
P0292,python-symbol,tangent_compliance,analysis/compliance.py,report/compliance.py,sm/analysis/__init__.py:15; sm/analysis/__init__.py:48,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/compliance.py:20; top-level FunctionDef
P0293,python-symbol,secant_compliance,analysis/compliance.py,report/compliance.py,sm/analysis/__init__.py:15; sm/analysis/__init__.py:46,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/compliance.py:28; top-level FunctionDef
P0294,python-symbol,wheel_metrics,analysis/metrics.py,report/metrics/ (remove forwarding shell),sm/analysis/__init__.py:16; sm/analysis/__init__.py:51,remove forwarding shell after report imports migrate,sm/analysis/metrics.py:15; top-level FunctionDef
P0295,python-symbol,compute_k_metrics,analysis/metrics.py,report/metrics/ (remove forwarding shell),sm/analysis/__init__.py:16; sm/analysis/__init__.py:42,remove forwarding shell after report imports migrate,sm/analysis/metrics.py:20; top-level FunctionDef
P0296,python-symbol,__all__,analysis/metrics.py,report/metrics/ (remove forwarding shell),sm/__init__.py:22; sm/adams/__init__.py:157,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/metrics.py:25; top-level constant
P0297,python-symbol,DynamicLoadTransferSample,analysis/time_domain_physics.py,report/diagnostics.py or native solve (symbol review required),sm/analysis/__init__.py:19; sm/analysis/__init__.py:35,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/time_domain_physics.py:21; top-level ClassDef
P0298,python-symbol,DynamicLoadTransferResult,analysis/time_domain_physics.py,report/diagnostics.py or native solve (symbol review required),sm/analysis/__init__.py:18; sm/analysis/__init__.py:34,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/time_domain_physics.py:36; top-level ClassDef
P0299,python-symbol,diagnose_dynamic_load_transfer,analysis/time_domain_physics.py,report/diagnostics.py or native solve (symbol review required),sm/analysis/__init__.py:20; sm/analysis/__init__.py:45,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/time_domain_physics.py:52; top-level FunctionDef
P0300,python-symbol,_contact_normal_loads,analysis/time_domain_physics.py,report/diagnostics.py or native solve (symbol review required),sm/analysis/time_domain_physics.py:86,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/time_domain_physics.py:136; top-level FunctionDef
P0301,python-symbol,_center_of_mass,analysis/time_domain_physics.py,report/diagnostics.py or native solve (symbol review required),sm/analysis/time_domain_physics.py:75; sm/analysis/vehicle_physics.py:113,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/time_domain_physics.py:146; top-level FunctionDef
P0302,python-symbol,_momentum,analysis/time_domain_physics.py,report/diagnostics.py or native solve (symbol review required),sm/analysis/time_domain_physics.py:97; sm/analysis/time_domain_physics.py:100,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/time_domain_physics.py:160; top-level FunctionDef
P0303,python-symbol,_external_wrench,analysis/time_domain_physics.py,report/diagnostics.py or native solve (symbol review required),sm/analysis/time_domain_physics.py:77,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/time_domain_physics.py:182; top-level FunctionDef
P0304,python-symbol,time_grid,analysis/time_signals.py,preparation/signals.py,sm/adams/axle_equivalence_audit.py:84; sm/adams/axle_equivalence_audit.py:149,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/time_signals.py:10; top-level FunctionDef
P0305,python-symbol,motion,analysis/time_signals.py,preparation/signals.py,sm/adams/car_sla_model.py:302; sm/adams/vehicle_kc_time_domain.py:152,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/time_signals.py:22; top-level FunctionDef
P0306,python-symbol,loads_at_time,analysis/time_signals.py,preparation/signals.py,sm/analysis/vehicle_kc_time_domain.py:20; sm/analysis/vehicle_kc_time_domain.py:45,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/time_signals.py:37; top-level FunctionDef
P0307,python-symbol,wrenches_at_time,analysis/time_signals.py,preparation/signals.py,sm/api.py:35; sm/api.py:211,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/time_signals.py:42; top-level FunctionDef
P0308,python-symbol,target_body,analysis/time_signals.py,preparation/signals.py,sm/analysis/time_signals.py:46,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/time_signals.py:57; top-level FunctionDef
P0309,python-symbol,VehicleKCTimeDomainSolver,analysis/vehicle_kc_time_domain.py,simulation/replay.py + results/timeseries.py,sm/analysis/__init__.py:22; sm/analysis/__init__.py:38,move replay; preserve no-integration semantics and result aggregation,sm/analysis/vehicle_kc_time_domain.py:23; top-level ClassDef
P0310,python-symbol,_vehicle_metrics,analysis/vehicle_kc_time_domain.py,simulation/replay.py + results/timeseries.py,sm/analysis/vehicle_kc_time_domain.py:46,move replay; preserve no-integration semantics and result aggregation,sm/analysis/vehicle_kc_time_domain.py:64; top-level FunctionDef
P0311,python-symbol,_motion,analysis/vehicle_kc_time_domain.py,simulation/replay.py + results/timeseries.py,sm/analysis/vehicle_kc_time_domain.py:40; sm/analysis/vehicle_kc_time_domain.py:41,move replay; preserve no-integration semantics and result aggregation,sm/analysis/vehicle_kc_time_domain.py:82; top-level FunctionDef
P0312,python-symbol,_pose_from_angles,analysis/vehicle_kc_time_domain.py,simulation/replay.py + results/timeseries.py,sm/analysis/vehicle_kc_time_domain.py:39,move replay; preserve no-integration semantics and result aggregation,sm/analysis/vehicle_kc_time_domain.py:99; top-level FunctionDef
P0313,python-symbol,_WHEELS,analysis/vehicle_physics.py,report/geometry.py or report/diagnostics.py,sm/analysis/vehicle_physics.py:59; sm/analysis/vehicle_physics.py:60,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/vehicle_physics.py:14; top-level constant
P0314,python-symbol,WheelLoadSummary,analysis/vehicle_physics.py,report/geometry.py or report/diagnostics.py,sm/analysis/__init__.py:26; sm/analysis/__init__.py:39,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/vehicle_physics.py:18; top-level ClassDef
P0315,python-symbol,StaticWheelLoadResult,analysis/vehicle_physics.py,report/geometry.py or report/diagnostics.py,sm/analysis/__init__.py:25; sm/analysis/__init__.py:37,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/vehicle_physics.py:32; top-level ClassDef
P0316,python-symbol,RollCenterResult,analysis/vehicle_physics.py,report/geometry.py or report/diagnostics.py,sm/analysis/__init__.py:24; sm/analysis/__init__.py:36,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/vehicle_physics.py:48; top-level ClassDef
P0317,python-symbol,summarize_wheel_loads,analysis/vehicle_physics.py,report/metrics/,sm/analysis/__init__.py:29; sm/analysis/__init__.py:47,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/vehicle_physics.py:57; top-level FunctionDef
P0318,python-symbol,wheel_load_metrics,analysis/vehicle_physics.py,report/metrics/,sm/analysis/__init__.py:30; sm/analysis/__init__.py:50,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/vehicle_physics.py:81; top-level FunctionDef
P0319,python-symbol,compute_static_wheel_loads,analysis/vehicle_physics.py,native mb_solve_static + results mapping,sm/analysis/__init__.py:27; sm/analysis/__init__.py:43,move solve native; keep service/API mapping; block deletion until parity,sm/analysis/vehicle_physics.py:88; top-level FunctionDef
P0320,python-symbol,compute_vehicle_roll_centers,analysis/vehicle_physics.py,report/geometry.py or report/diagnostics.py,sm/analysis/__init__.py:28; sm/analysis/__init__.py:44,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/vehicle_physics.py:145; top-level FunctionDef
P0321,python-symbol,_center_of_mass,analysis/vehicle_physics.py,report/geometry.py or report/diagnostics.py,sm/analysis/time_domain_physics.py:75; sm/analysis/time_domain_physics.py:146,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/vehicle_physics.py:171; top-level FunctionDef
P0322,python-symbol,_support_points,analysis/vehicle_physics.py,report/geometry.py or report/diagnostics.py,sm/analysis/vehicle_physics.py:111,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/vehicle_physics.py:180; top-level FunctionDef
P0323,python-symbol,_POINT_ALIASES,analysis/vehicle_physics.py,report/geometry.py or report/diagnostics.py,sm/analysis/vehicle_physics.py:210,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/vehicle_physics.py:194; top-level constant
P0324,python-symbol,_hardpoint,analysis/vehicle_physics.py,report/geometry.py or report/diagnostics.py,sm/analysis/vehicle_physics.py:218; sm/analysis/vehicle_physics.py:221,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/vehicle_physics.py:205; top-level FunctionDef
P0325,python-symbol,_instant_center,analysis/vehicle_physics.py,report/geometry.py or report/diagnostics.py,sm/analysis/vehicle_physics.py:154; sm/analysis/vehicle_physics.py:155,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/vehicle_physics.py:216; top-level FunctionDef
P0326,python-symbol,_contact_front_view,analysis/vehicle_physics.py,report/geometry.py or report/diagnostics.py,sm/analysis/vehicle_physics.py:156; sm/analysis/vehicle_physics.py:157,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/vehicle_physics.py:237; top-level FunctionDef
P0327,python-symbol,_line_intersection,analysis/vehicle_physics.py,report/geometry.py or report/diagnostics.py,sm/analysis/vehicle_physics.py:158; sm/analysis/vehicle_physics.py:231,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/analysis/vehicle_physics.py:252; top-level FunctionDef
P0328,python-symbol,__all__,metrics/__init__.py,report/metrics/,sm/__init__.py:22; sm/adams/__init__.py:157,migrate to report/metrics; preserve API and artifact status,sm/metrics/__init__.py:23; top-level constant
P0329,python-symbol,_TIRE_NORMAL,metrics/axle.py,report/metrics/,sm/metrics/axle.py:53,migrate to report/metrics; preserve API and artifact status,sm/metrics/axle.py:11; top-level constant
P0330,python-symbol,_TIRE_LONGITUDINAL,metrics/axle.py,report/metrics/,sm/metrics/axle.py:54,migrate to report/metrics; preserve API and artifact status,sm/metrics/axle.py:12; top-level constant
P0331,python-symbol,_TIRE_LATERAL,metrics/axle.py,report/metrics/,sm/metrics/axle.py:55,migrate to report/metrics; preserve API and artifact status,sm/metrics/axle.py:13; top-level constant
P0332,python-symbol,_tire_column,metrics/axle.py,report/metrics/,sm/metrics/axle.py:57,migrate to report/metrics; preserve API and artifact status,sm/metrics/axle.py:16; top-level FunctionDef
P0333,python-symbol,compute_axle_metrics,metrics/axle.py,report/metrics/,sm/api.py:50; sm/api.py:284,migrate to report/metrics; preserve API and artifact status,sm/metrics/axle.py:26; top-level FunctionDef
P0334,python-symbol,axle_metrics,metrics/axle.py,report/metrics/,sm/metrics/__init__.py:3; sm/metrics/__init__.py:24,migrate to report/metrics; preserve API and artifact status,sm/metrics/axle.py:68; top-level FunctionDef
P0335,python-symbol,__all__,metrics/axle.py,report/metrics/,sm/__init__.py:22; sm/adams/__init__.py:157,migrate to report/metrics; preserve API and artifact status,sm/metrics/axle.py:73; top-level constant
P0336,python-symbol,_CASE_METRICS,metrics/case_specific.py,report/metrics/,sm/metrics/case_specific.py:20; sm/metrics/case_specific.py:22,migrate to report/metrics; preserve API and artifact status,sm/metrics/case_specific.py:10; top-level constant
P0337,python-symbol,register_case_metric,metrics/case_specific.py,report/metrics/,sm/metrics/__init__.py:9; sm/metrics/__init__.py:35,migrate to report/metrics; preserve API and artifact status,sm/metrics/case_specific.py:13; top-level FunctionDef
P0338,python-symbol,compute_case_metrics,metrics/case_specific.py,report/metrics/,sm/api.py:50; sm/api.py:167,migrate to report/metrics; preserve API and artifact status,sm/metrics/case_specific.py:26; top-level FunctionDef
P0339,python-symbol,case_metric_for,metrics/case_specific.py,report/metrics/,sm/metrics/__init__.py:5; sm/metrics/__init__.py:25,migrate to report/metrics; preserve API and artifact status,sm/metrics/case_specific.py:37; top-level FunctionDef
P0340,python-symbol,registered_case_metric_families,metrics/case_specific.py,report/metrics/,sm/metrics/__init__.py:10; sm/metrics/__init__.py:36,migrate to report/metrics; preserve API and artifact status,sm/metrics/case_specific.py:46; top-level FunctionDef
P0341,python-symbol,not_applicable_metrics,metrics/case_specific.py,report/metrics/,sm/metrics/__init__.py:8; sm/metrics/__init__.py:33,migrate to report/metrics; preserve API and artifact status,sm/metrics/case_specific.py:51; top-level FunctionDef
P0342,python-symbol,wheel_metrics,metrics/case_specific.py,report/metrics/,sm/analysis/__init__.py:16; sm/analysis/__init__.py:51,migrate to report/metrics; preserve API and artifact status,sm/metrics/case_specific.py:67; top-level FunctionDef
P0343,python-symbol,compute_k_metrics,metrics/case_specific.py,report/metrics/,sm/analysis/__init__.py:16; sm/analysis/__init__.py:42,migrate to report/metrics; preserve API and artifact status,sm/metrics/case_specific.py:96; top-level FunctionDef
P0344,python-symbol,_summarize_series_values,metrics/case_specific.py,report/metrics/,sm/metrics/case_specific.py:155,migrate to report/metrics; preserve API and artifact status,sm/metrics/case_specific.py:117; top-level FunctionDef
P0345,python-symbol,_kc_quasi_static_metrics,metrics/case_specific.py,report/metrics/,sm/metrics/case_specific.py:177,migrate to report/metrics; preserve API and artifact status,sm/metrics/case_specific.py:128; top-level FunctionDef
P0346,python-symbol,_axle_dynamic_metrics,metrics/case_specific.py,report/metrics/,sm/metrics/case_specific.py:178,migrate to report/metrics; preserve API and artifact status,sm/metrics/case_specific.py:164; top-level FunctionDef
P0347,python-symbol,_vehicle_dynamic_metrics,metrics/case_specific.py,report/metrics/,sm/metrics/case_specific.py:179,migrate to report/metrics; preserve API and artifact status,sm/metrics/case_specific.py:170; top-level FunctionDef
P0348,python-symbol,_register_defaults,metrics/case_specific.py,report/metrics/,sm/metrics/case_specific.py:195,migrate to report/metrics; preserve API and artifact status,sm/metrics/case_specific.py:176; top-level FunctionDef
P0349,python-symbol,__all__,metrics/case_specific.py,report/metrics/,sm/__init__.py:22; sm/adams/__init__.py:157,migrate to report/metrics; preserve API and artifact status,sm/metrics/case_specific.py:198; top-level constant
P0350,python-symbol,_finite_array,metrics/common.py,report/metrics/,sm/metrics/common.py:22; sm/metrics/common.py:28,migrate to report/metrics; preserve API and artifact status,sm/metrics/common.py:11; top-level FunctionDef
P0351,python-symbol,peak,metrics/common.py,report/metrics/,sm/adams/axle_equivalence.py:1036; sm/adams/axle_equivalence.py:1054,migrate to report/metrics; preserve API and artifact status,sm/metrics/common.py:20; top-level FunctionDef
P0352,python-symbol,rms,metrics/common.py,report/metrics/,sm/metrics/__init__.py:18; sm/metrics/__init__.py:38,migrate to report/metrics; preserve API and artifact status,sm/metrics/common.py:26; top-level FunctionDef
P0353,python-symbol,residual_norm,metrics/common.py,report/metrics/,sm/metrics/__init__.py:17; sm/metrics/__init__.py:37,migrate to report/metrics; preserve API and artifact status,sm/metrics/common.py:32; top-level FunctionDef
P0354,python-symbol,time_metrics,metrics/common.py,report/metrics/,sm/metrics/__init__.py:19; sm/metrics/__init__.py:39,migrate to report/metrics; preserve API and artifact status,sm/metrics/common.py:38; top-level FunctionDef
P0355,python-symbol,convergence_metrics,metrics/common.py,report/metrics/,sm/metrics/__init__.py:15; sm/metrics/__init__.py:32,migrate to report/metrics; preserve API and artifact status,sm/metrics/common.py:49; top-level FunctionDef
P0356,python-symbol,contact_metrics,metrics/common.py,report/metrics/,sm/metrics/__init__.py:14; sm/metrics/__init__.py:31,migrate to report/metrics; preserve API and artifact status,sm/metrics/common.py:76; top-level FunctionDef
P0357,python-symbol,compute_common_metrics,metrics/common.py,report/metrics/,sm/api.py:50; sm/api.py:275,migrate to report/metrics; preserve API and artifact status,sm/metrics/common.py:97; top-level FunctionDef
